order_id ,date
11134,"2016, 07, 05"
15576,"2016, 09, 17"
17573,"2016, 10, 27"
9650,"2016, 11, 06"
6539,"2016, 04, 20"
19064,"2016, 11, 21"
7564,"2016, 05, 07"
8554,"2016, 05, 23"
16433,"2016, 03, 10"
2994,"2016, 02, 19"
20570,"2016, 12, 16"
13097,"2016, 08, 07"
20151,"2016, 12, 09"
11467,"2016, 10, 07"
15610,"2016, 09, 18"
8919,"2016, 05, 30"
11214,"2016, 07, 06"
9962,"2016, 06, 16"
6191,"2016, 04, 14"
13188,"2016, 08, 08"
17144,"2016, 10, 17"
6553,"2016, 04, 20"
9971,"2016, 06, 16"
12443,"2016, 07, 27"
5460,"2016, 04, 02"
4991,"2016, 03, 25"
19373,"2016, 11, 26"
14526,"2016, 08, 31"
19508,"2016, 11, 27"
1749,"2016, 01, 30"
19083,"2016, 11, 22"
9644,"2016, 06, 11"
8721,"2016, 05, 26"
10477,"2016, 06, 25"
20822,"2016, 12, 19"
10470,"2016, 06, 25"
1063,"2016, 01, 18"
14904,"2016, 09, 06"
15028,"2016, 09, 08"
4574,"2016, 03, 18"
10802,"2016, 07, 01"
18179,"2016, 11, 06"
18466,"2016, 11, 11"
6209,"2016, 04, 15"
16577,"2016, 10, 07"
5814,"2016, 04, 08"
586,"2016, 01, 10"
4584,"2016, 03, 18"
15137,"2016, 09, 10"
5343,"2016, 03, 31"
15352,"2016, 09, 14"
19050,"2016, 11, 21"
651,"2016, 01, 11"
15711,"2016, 09, 19"
6357,"2016, 04, 17"
13430,"2016, 08, 12"
8435,"2016, 05, 21"
7409,"2016, 05, 04"
14533,"2016, 08, 31"
19013,"2016, 11, 20"
1767,"2016, 01, 30"
19343,"2016, 11, 26"
12239,"2016, 07, 23"
15568,"2016, 09, 17"
8838,"2016, 05, 28"
18139,"2016, 11, 05"
10444,"2016, 06, 24"
19850,"2016, 12, 04"
644,"2016, 01, 11"
16453,"2016, 04, 10"
20441,"2016, 12, 13"
18394,"2016, 11, 10"
14408,"2016, 08, 28"
4683,"2016, 03, 20"
9909,"2016, 06, 15"
14113,"2016, 08, 23"
4740,"2016, 03, 21"
21240,"2016, 12, 29"
6596,"2016, 04, 21"
6091,"2016, 04, 13"
11904,"2016, 07, 18"
14361,"2016, 08, 28"
13977,"2016, 08, 21"
21009,"2016, 12, 23"
16592,"2016, 10, 07"
16847,"2016, 10, 13"
16952,"2016, 10, 15"
13378,"2016, 08, 11"
20015,"2016, 12, 06"
2550,"2016, 02, 12"
20750,"2016, 12, 18"
1911,"2016, 02, 01"
6445,"2016, 04, 18"
20492,"2016, 12, 14"
4098,"2016, 03, 10"
5214,"2016, 03, 29"
11249,"2016, 07, 07"
11565,"2016, 07, 12"
20405,"2016, 12, 13"
6216,"2016, 04, 15"
10455,"2016, 06, 25"
11318,"2016, 07, 08"
15202,"2016, 09, 11"
17098,"2016, 10, 16"
16821,"2016, 10, 11"
5581,"2016, 04, 04"
16776,"2016, 10, 10"
8813,"2016, 05, 28"
7030,"2016, 04, 28"
7886,"2016, 05, 13"
5872,"2016, 04, 09"
5288,"2016, 03, 30"
2357,"2016, 02, 09"
4703,"2016, 03, 20"
11867,"2016, 07, 17"
17225,"2016, 10, 20"
3154,"2016, 02, 22"
10766,"2016, 06, 30"
12013,"2016, 07, 20"
5427,"2016, 04, 01"
17466,"2016, 10, 24"
20102,"2016, 12, 08"
5087,"2016, 03, 27"
15069,"2016, 09, 09"
14203,"2016, 08, 25"
1391,"2016, 01, 24"
20530,"2016, 12, 15"
13812,"2016, 08, 18"
6485,"2016, 04, 19"
7703,"2016, 05, 09"
1284,"2016, 01, 22"
3851,"2016, 03, 06"
19751,"2016, 02, 12"
19474,"2016, 11, 27"
10845,"2016, 07, 01"
19477,"2016, 11, 27"
14051,"2016, 08, 22"
12351,"2016, 07, 25"
2642,"2016, 02, 13"
9140,"2016, 06, 02"
18439,"2016, 11, 10"
19660,"2016, 11, 30"
15342,"2016, 09, 13"
15601,"2016, 09, 18"
1772,"2016, 01, 30"
3086,"2016, 02, 21"
9647,"2016, 06, 11"
5186,"2016, 03, 28"
15684,"2016, 09, 19"
18002,"2016, 11, 03"
21173,"2016, 12, 27"
10748,"2016, 06, 30"
12827,"2016, 02, 08"
8069,"2016, 05, 15"
2503,"2016, 02, 11"
407,"2016, 01, 07"
17556,"2016, 10, 25"
1717,"2016, 01, 29"
7573,"2016, 05, 07"
10302,"2016, 06, 22"
10944,"2016, 07, 03"
15049,"2016, 09, 09"
10117,"2016, 06, 19"
11535,"2016, 07, 12"
4847,"2016, 03, 23"
811,"2016, 01, 14"
1948,"2016, 02, 02"
15088,"2016, 09, 09"
9693,"2016, 06, 12"
19199,"2016, 11, 24"
3303,"2016, 02, 25"
15609,"2016, 09, 18"
20934,"2016, 12, 21"
15649,"2016, 09, 18"
17588,"2016, 10, 27"
17465,"2016, 10, 24"
10962,"2016, 07, 03"
6086,"2016, 04, 12"
15948,"2016, 09, 26"
14764,"2016, 09, 04"
14300,"2016, 08, 27"
6933,"2016, 04, 26"
12941,"2016, 04, 08"
14723,"2016, 09, 03"
12609,"2016, 07, 30"
5148,"2016, 03, 28"
17678,"2016, 10, 28"
16590,"2016, 07, 10"
2326,"2016, 02, 08"
11096,"2016, 07, 04"
6876,"2016, 04, 25"
9630,"2016, 06, 11"
18385,"2016, 09, 11"
12221,"2016, 07, 23"
2510,"2016, 02, 11"
2944,"2016, 02, 18"
16294,"2016, 10, 01"
371,"2016, 01, 06"
13763,"2016, 08, 17"
25,"2016, 01, 01"
5004,"2016, 03, 26"
7330,"2016, 05, 03"
1373,"2016, 01, 23"
8331,"2016, 05, 20"
2692,"2016, 02, 14"
20380,"2016, 12, 12"
18307,"2016, 08, 11"
6185,"2016, 04, 14"
6979,"2016, 04, 27"
353,"2016, 01, 06"
6027,"2016, 11, 04"
15404,"2016, 09, 14"
4394,"2016, 03, 15"
5566,"2016, 04, 04"
20227,"2016, 10, 12"
1360,"2016, 01, 23"
12359,"2016, 07, 25"
11274,"2016, 07, 07"
12764,"2016, 01, 08"
631,"2016, 01, 11"
10125,"2016, 06, 19"
15259,"2016, 09, 12"
6068,"2016, 04, 12"
7141,"2016, 04, 30"
8624,"2016, 05, 24"
18026,"2016, 11, 03"
10066,"2016, 06, 18"
1898,"2016, 02, 01"
17997,"2016, 11, 03"
8615,"2016, 05, 24"
13710,"2016, 08, 16"
21120,"2016, 12, 26"
3273,"2016, 02, 24"
1703,"2016, 01, 29"
1612,"2016, 01, 27"
8681,"2016, 05, 25"
7094,"2016, 04, 29"
3564,"2016, 01, 03"
16696,"2016, 10, 09"
21134,"2016, 12, 26"
8115,"2016, 05, 16"
20861,"2016, 12, 20"
8625,"2016, 05, 24"
14714,"2016, 09, 03"
11681,"2016, 07, 14"
21021,"2016, 12, 23"
11175,"2016, 07, 06"
5405,"2016, 04, 01"
6375,"2016, 04, 17"
13593,"2016, 08, 15"
16116,"2016, 09, 29"
18153,"2016, 11, 06"
2904,"2016, 02, 18"
8740,"2016, 05, 27"
13176,"2016, 08, 08"
20739,"2016, 12, 18"
14414,"2016, 08, 29"
1711,"2016, 01, 29"
20423,"2016, 12, 13"
13695,"2016, 08, 16"
8118,"2016, 05, 16"
957,"2016, 01, 16"
10684,"2016, 06, 28"
21061,"2016, 12, 24"
2744,"2016, 02, 15"
19099,"2016, 11, 22"
8317,"2016, 05, 19"
18800,"2016, 11, 17"
5470,"2016, 04, 02"
21288,"2016, 12, 31"
5835,"2016, 04, 08"
11528,"2016, 07, 12"
5053,"2016, 03, 26"
14517,"2016, 08, 31"
12667,"2016, 07, 31"
5512,"2016, 04, 03"
16830,"2016, 10, 13"
16165,"2016, 09, 29"
4399,"2016, 03, 15"
20594,"2016, 12, 16"
2771,"2016, 02, 15"
649,"2016, 01, 11"
4368,"2016, 03, 15"
21313,"2016, 12, 31"
9312,"2016, 05, 06"
21006,"2016, 12, 23"
14298,"2016, 08, 27"
12538,"2016, 07, 28"
18773,"2016, 11, 16"
18115,"2016, 11, 05"
5259,"2016, 03, 30"
14397,"2016, 08, 28"
20575,"2016, 12, 16"
11091,"2016, 07, 04"
9244,"2016, 04, 06"
17848,"2016, 10, 31"
14840,"2016, 09, 05"
18102,"2016, 11, 05"
14074,"2016, 08, 23"
16762,"2016, 10, 10"
15260,"2016, 09, 12"
16941,"2016, 10, 15"
10998,"2016, 03, 07"
11067,"2016, 04, 07"
8311,"2016, 05, 19"
7690,"2016, 05, 09"
20364,"2016, 12, 12"
12375,"2016, 07, 25"
5979,"2016, 04, 11"
12042,"2016, 07, 20"
15966,"2016, 09, 26"
609,"2016, 01, 10"
20100,"2016, 12, 08"
7072,"2016, 04, 29"
6814,"2016, 04, 24"
10321,"2016, 06, 22"
761,"2016, 01, 13"
11127,"2016, 07, 05"
6935,"2016, 04, 26"
8701,"2016, 05, 26"
12919,"2016, 08, 04"
13744,"2016, 08, 17"
6837,"2016, 04, 25"
704,"2016, 01, 12"
2327,"2016, 02, 08"
2167,"2016, 02, 05"
13377,"2016, 08, 11"
8556,"2016, 05, 23"
17682,"2016, 10, 28"
5296,"2016, 03, 30"
2359,"2016, 02, 09"
20417,"2016, 12, 13"
19098,"2016, 11, 22"
7661,"2016, 09, 05"
14994,"2016, 09, 08"
3490,"2016, 02, 28"
17195,"2016, 10, 18"
13390,"2016, 11, 08"
1140,"2016, 01, 20"
16785,"2016, 10, 11"
17418,"2016, 10, 23"
8388,"2016, 05, 21"
16136,"2016, 09, 29"
2059,"2016, 02, 04"
3862,"2016, 03, 06"
8914,"2016, 05, 30"
7882,"2016, 05, 12"
15857,"2016, 09, 22"
2564,"2016, 02, 12"
14294,"2016, 08, 27"
787,"2016, 01, 14"
12009,"2016, 07, 20"
20489,"2016, 12, 14"
1649,"2016, 01, 28"
3909,"2016, 07, 03"
15836,"2016, 09, 22"
11932,"2016, 07, 18"
14886,"2016, 09, 06"
11678,"2016, 07, 14"
9634,"2016, 06, 11"
2164,"2016, 05, 02"
14956,"2016, 09, 07"
16067,"2016, 09, 28"
694,"2016, 01, 12"
17257,"2016, 10, 20"
9471,"2016, 06, 08"
16375,"2016, 10, 02"
8335,"2016, 05, 20"
3710,"2016, 04, 03"
13915,"2016, 08, 20"
20593,"2016, 12, 16"
13829,"2016, 08, 18"
1762,"2016, 01, 30"
10548,"2016, 06, 26"
10165,"2016, 06, 19"
15901,"2016, 09, 23"
17641,"2016, 10, 28"
16627,"2016, 10, 08"
3760,"2016, 03, 05"
3996,"2016, 03, 08"
7133,"2016, 04, 30"
12303,"2016, 07, 24"
8716,"2016, 05, 26"
13457,"2016, 08, 13"
20355,"2016, 12, 12"
4325,"2016, 03, 14"
11450,"2016, 07, 10"
9889,"2016, 06, 15"
1724,"2016, 01, 29"
11744,"2016, 07, 15"
5346,"2016, 03, 31"
15615,"2016, 09, 18"
9960,"2016, 06, 16"
217,"2016, 01, 04"
15804,"2016, 09, 21"
17635,"2016, 10, 28"
4848,"2016, 03, 23"
14368,"2016, 08, 28"
5174,"2016, 03, 28"
7346,"2016, 05, 03"
19310,"2016, 11, 26"
17245,"2016, 10, 20"
15029,"2016, 09, 08"
9457,"2016, 06, 08"
3644,"2016, 03, 03"
16799,"2016, 10, 11"
2315,"2016, 02, 08"
10366,"2016, 06, 23"
11577,"2016, 07, 12"
9569,"2016, 06, 10"
3454,"2016, 02, 27"
2092,"2016, 04, 02"
21318,"2016, 12, 31"
14070,"2016, 08, 22"
5567,"2016, 04, 04"
7773,"2016, 05, 11"
5740,"2016, 04, 07"
12182,"2016, 07, 23"
15313,"2016, 09, 13"
12634,"2016, 07, 30"
17525,"2016, 10, 25"
1059,"2016, 01, 18"
3390,"2016, 02, 26"
18495,"2016, 11, 11"
11007,"2016, 03, 07"
161,"2016, 01, 03"
9318,"2016, 06, 05"
5015,"2016, 03, 26"
8204,"2016, 05, 17"
11918,"2016, 07, 18"
20960,"2016, 12, 22"
18306,"2016, 11, 08"
2371,"2016, 02, 09"
15546,"2016, 09, 17"
2344,"2016, 08, 02"
21342,"2016, 12, 31"
17018,"2016, 10, 15"
9582,"2016, 06, 10"
8434,"2016, 05, 21"
17671,"2016, 10, 28"
1414,"2016, 01, 24"
2661,"2016, 02, 13"
10070,"2016, 06, 18"
20407,"2016, 12, 13"
20193,"2016, 12, 09"
16460,"2016, 10, 04"
20070,"2016, 12, 07"
5672,"2016, 04, 05"
5378,"2016, 01, 04"
13358,"2016, 08, 11"
13736,"2016, 08, 17"
6582,"2016, 04, 21"
14095,"2016, 08, 23"
2657,"2016, 02, 13"
3370,"2016, 02, 26"
1120,"2016, 01, 19"
14710,"2016, 09, 03"
20488,"2016, 12, 14"
2540,"2016, 12, 02"
12305,"2016, 07, 24"
13489,"2016, 08, 13"
12677,"2016, 07, 31"
14080,"2016, 08, 23"
17129,"2016, 10, 17"
16176,"2016, 09, 30"
5300,"2016, 03, 30"
10299,"2016, 06, 22"
6874,"2016, 04, 25"
2536,"2016, 11, 02"
5888,"2016, 04, 09"
8885,"2016, 05, 29"
8107,"2016, 05, 15"
21199,"2016, 12, 28"
7660,"2016, 05, 09"
8557,"2016, 05, 23"
7827,"2016, 05, 12"
16783,"2016, 11, 10"
13289,"2016, 08, 10"
3057,"2016, 02, 20"
7013,"2016, 04, 28"
14858,"2016, 05, 09"
15999,"2016, 09, 27"
6002,"2016, 04, 11"
1577,"2016, 01, 27"
10888,"2016, 07, 02"
3351,"2016, 02, 26"
17162,"2016, 10, 17"
7957,"2016, 05, 14"
1836,"2016, 01, 31"
20062,"2016, 12, 07"
17965,"2016, 11, 02"
19202,"2016, 11, 24"
6770,"2016, 04, 24"
12361,"2016, 07, 25"
11872,"2016, 07, 17"
2142,"2016, 02, 05"
7915,"2016, 05, 13"
8471,"2016, 05, 22"
1018,"2016, 01, 17"
261,"2016, 01, 05"
1394,"2016, 01, 24"
4676,"2016, 03, 20"
13820,"2016, 08, 18"
7981,"2016, 05, 14"
18204,"2016, 11, 06"
10352,"2016, 06, 23"
4964,"2016, 03, 25"
6172,"2016, 04, 14"
14103,"2016, 08, 23"
6476,"2016, 04, 19"
15327,"2016, 09, 13"
12547,"2016, 07, 29"
14162,"2016, 08, 24"
20732,"2016, 12, 18"
19444,"2016, 11, 27"
17885,"2016, 11, 01"
19783,"2016, 12, 02"
1647,"2016, 01, 28"
4995,"2016, 03, 25"
9310,"2016, 05, 06"
6157,"2016, 04, 14"
4657,"2016, 03, 19"
9667,"2016, 11, 06"
15452,"2016, 09, 15"
15582,"2016, 09, 17"
15725,"2016, 09, 20"
20155,"2016, 09, 12"
17490,"2016, 10, 24"
7262,"2016, 05, 02"
19164,"2016, 11, 23"
10221,"2016, 06, 20"
8780,"2016, 05, 27"
13016,"2016, 08, 05"
8493,"2016, 05, 22"
5184,"2016, 03, 28"
31,"2016, 01, 01"
3213,"2016, 02, 23"
5790,"2016, 04, 07"
4638,"2016, 03, 19"
17593,"2016, 10, 27"
4330,"2016, 03, 14"
13700,"2016, 08, 16"
9547,"2016, 06, 09"
2563,"2016, 12, 02"
2664,"2016, 02, 13"
3172,"2016, 02, 23"
20855,"2016, 12, 20"
11216,"2016, 07, 06"
20185,"2016, 09, 12"
15244,"2016, 09, 12"
20774,"2016, 12, 19"
3999,"2016, 08, 03"
21066,"2016, 12, 24"
9449,"2016, 06, 08"
11128,"2016, 07, 05"
3471,"2016, 02, 27"
20143,"2016, 12, 08"
20299,"2016, 12, 11"
6019,"2016, 04, 11"
1324,"2016, 01, 23"
17458,"2016, 10, 23"
1849,"2016, 02, 01"
7554,"2016, 05, 07"
1822,"2016, 01, 31"
14685,"2016, 09, 03"
20157,"2016, 12, 09"
17093,"2016, 10, 16"
11154,"2016, 07, 05"
13555,"2016, 08, 14"
13116,"2016, 08, 07"
3535,"2016, 03, 01"
16360,"2016, 10, 02"
9961,"2016, 06, 16"
20673,"2016, 12, 17"
2845,"2016, 02, 17"
21307,"2016, 12, 31"
11637,"2016, 07, 14"
2182,"2016, 02, 06"
15689,"2016, 09, 19"
4422,"2016, 03, 16"
19616,"2016, 11, 30"
18851,"2016, 11, 18"
11193,"2016, 07, 06"
19370,"2016, 11, 26"
13273,"2016, 09, 08"
12835,"2016, 08, 02"
7476,"2016, 05, 06"
3657,"2016, 03, 03"
16865,"2016, 10, 13"
3818,"2016, 03, 06"
17734,"2016, 10, 29"
18575,"2016, 11, 13"
9003,"2016, 05, 31"
5223,"2016, 03, 29"
5759,"2016, 04, 07"
10367,"2016, 06, 23"
15240,"2016, 09, 12"
12016,"2016, 07, 20"
12383,"2016, 07, 26"
19673,"2016, 12, 01"
7663,"2016, 09, 05"
7874,"2016, 05, 12"
1452,"2016, 01, 24"
6090,"2016, 04, 13"
16475,"2016, 10, 04"
14521,"2016, 08, 31"
19994,"2016, 12, 06"
2520,"2016, 11, 02"
7524,"2016, 07, 05"
11757,"2016, 07, 16"
7475,"2016, 05, 06"
7224,"2016, 05, 01"
7598,"2016, 05, 08"
9781,"2016, 06, 13"
19948,"2016, 12, 05"
10635,"2016, 06, 27"
1526,"2016, 01, 26"
8948,"2016, 05, 30"
126,"2016, 01, 02"
2979,"2016, 02, 19"
4808,"2016, 03, 22"
5878,"2016, 04, 09"
12589,"2016, 07, 29"
12931,"2016, 08, 04"
12397,"2016, 07, 26"
13119,"2016, 08, 07"
5161,"2016, 03, 28"
889,"2016, 01, 15"
17698,"2016, 10, 29"
13186,"2016, 08, 08"
4550,"2016, 03, 18"
19217,"2016, 11, 24"
10582,"2016, 06, 27"
14464,"2016, 08, 29"
16019,"2016, 09, 27"
13551,"2016, 08, 14"
1763,"2016, 01, 30"
18063,"2016, 04, 11"
19362,"2016, 11, 26"
16558,"2016, 10, 07"
5422,"2016, 04, 01"
10543,"2016, 06, 26"
4464,"2016, 03, 16"
1802,"2016, 01, 31"
19906,"2016, 12, 04"
3353,"2016, 02, 26"
13949,"2016, 08, 21"
1166,"2016, 01, 20"
6881,"2016, 04, 25"
19163,"2016, 11, 23"
3998,"2016, 03, 08"
9073,"2016, 06, 01"
2560,"2016, 02, 12"
5840,"2016, 04, 08"
19785,"2016, 12, 02"
18569,"2016, 11, 13"
10579,"2016, 06, 27"
12194,"2016, 07, 23"
10135,"2016, 06, 19"
7552,"2016, 07, 05"
5989,"2016, 11, 04"
20807,"2016, 12, 19"
12428,"2016, 07, 26"
802,"2016, 01, 14"
14689,"2016, 03, 09"
19700,"2016, 12, 01"
7426,"2016, 05, 05"
8729,"2016, 05, 26"
8426,"2016, 05, 21"
17186,"2016, 10, 18"
19762,"2016, 12, 02"
12929,"2016, 08, 04"
17829,"2016, 10, 31"
19443,"2016, 11, 27"
4445,"2016, 03, 16"
5233,"2016, 03, 29"
3096,"2016, 02, 21"
11640,"2016, 07, 14"
10984,"2016, 07, 03"
18642,"2016, 11, 14"
7677,"2016, 09, 05"
20808,"2016, 12, 19"
17114,"2016, 10, 17"
825,"2016, 01, 14"
18978,"2016, 11, 20"
2221,"2016, 02, 06"
2465,"2016, 02, 10"
20347,"2016, 12, 12"
2983,"2016, 02, 19"
17733,"2016, 10, 29"
20762,"2016, 12, 18"
20940,"2016, 12, 22"
16907,"2016, 10, 14"
14328,"2016, 08, 27"
16573,"2016, 10, 07"
2079,"2016, 02, 04"
12529,"2016, 07, 28"
16208,"2016, 09, 30"
13554,"2016, 08, 14"
11831,"2016, 07, 17"
19087,"2016, 11, 22"
8209,"2016, 05, 17"
15482,"2016, 09, 16"
11516,"2016, 07, 11"
2786,"2016, 02, 16"
1623,"2016, 01, 28"
15191,"2016, 09, 11"
13177,"2016, 08, 08"
20569,"2016, 12, 16"
9063,"2016, 06, 01"
14482,"2016, 08, 30"
18526,"2016, 11, 12"
7679,"2016, 05, 09"
18493,"2016, 11, 11"
7389,"2016, 05, 04"
1178,"2016, 01, 20"
3655,"2016, 03, 03"
6860,"2016, 04, 25"
9200,"2016, 06, 03"
11701,"2016, 07, 15"
21132,"2016, 12, 26"
869,"2016, 01, 15"
4151,"2016, 03, 11"
1458,"2016, 01, 25"
3944,"2016, 08, 03"
18292,"2016, 11, 08"
20297,"2016, 12, 11"
10290,"2016, 06, 22"
6595,"2016, 04, 21"
807,"2016, 01, 14"
10110,"2016, 06, 19"
13325,"2016, 08, 10"
9389,"2016, 06, 06"
10355,"2016, 06, 23"
20201,"2016, 09, 12"
13970,"2016, 08, 21"
8921,"2016, 05, 30"
15425,"2016, 09, 15"
2460,"2016, 02, 10"
7734,"2016, 05, 10"
1547,"2016, 01, 26"
4147,"2016, 03, 11"
737,"2016, 01, 13"
15011,"2016, 09, 08"
9443,"2016, 06, 07"
5269,"2016, 03, 30"
5986,"2016, 04, 11"
18327,"2016, 08, 11"
19903,"2016, 12, 04"
18397,"2016, 11, 10"
12894,"2016, 08, 03"
7777,"2016, 05, 11"
20457,"2016, 12, 14"
7164,"2016, 04, 30"
13232,"2016, 08, 09"
17381,"2016, 10, 22"
4871,"2016, 03, 23"
132,"2016, 01, 02"
6323,"2016, 04, 16"
8736,"2016, 05, 26"
9134,"2016, 06, 02"
1681,"2016, 01, 29"
7396,"2016, 05, 04"
4813,"2016, 03, 22"
10587,"2016, 06, 27"
6330,"2016, 04, 17"
11856,"2016, 07, 17"
14261,"2016, 08, 26"
19996,"2016, 12, 06"
8064,"2016, 05, 15"
10545,"2016, 06, 26"
4537,"2016, 03, 17"
10705,"2016, 06, 29"
13472,"2016, 08, 13"
11594,"2016, 07, 13"
4795,"2016, 03, 22"
7972,"2016, 05, 14"
14536,"2016, 08, 31"
5613,"2016, 04, 04"
5043,"2016, 03, 26"
13885,"2016, 08, 19"
20180,"2016, 12, 09"
3106,"2016, 02, 21"
7185,"2016, 05, 01"
1946,"2016, 02, 02"
20596,"2016, 12, 16"
1061,"2016, 01, 18"
4620,"2016, 03, 19"
20285,"2016, 12, 11"
8562,"2016, 05, 23"
1086,"2016, 01, 19"
20502,"2016, 12, 14"
8008,"2016, 05, 14"
9324,"2016, 05, 06"
10373,"2016, 06, 23"
2412,"2016, 02, 10"
19819,"2016, 12, 03"
6398,"2016, 04, 18"
4187,"2016, 03, 12"
2542,"2016, 02, 12"
3712,"2016, 04, 03"
17793,"2016, 10, 30"
1550,"2016, 01, 26"
6531,"2016, 04, 20"
20281,"2016, 12, 11"
7018,"2016, 04, 28"
14224,"2016, 08, 25"
2833,"2016, 02, 17"
20308,"2016, 12, 11"
11680,"2016, 07, 14"
8269,"2016, 05, 18"
2505,"2016, 02, 11"
19824,"2016, 12, 03"
20643,"2016, 12, 17"
5701,"2016, 04, 06"
17590,"2016, 10, 27"
3494,"2016, 02, 28"
621,"2016, 01, 10"
78,"2016, 01, 02"
16255,"2016, 10, 01"
7826,"2016, 05, 12"
21287,"2016, 12, 31"
1119,"2016, 01, 19"
390,"2016, 01, 07"
1317,"2016, 01, 22"
6127,"2016, 04, 13"
18580,"2016, 11, 13"
20850,"2016, 12, 20"
17861,"2016, 10, 31"
8768,"2016, 05, 27"
7708,"2016, 05, 10"
7210,"2016, 05, 01"
12521,"2016, 07, 28"
3027,"2016, 02, 20"
4058,"2016, 03, 10"
18088,"2016, 11, 05"
14476,"2016, 08, 30"
5453,"2016, 04, 02"
12638,"2016, 07, 30"
4969,"2016, 03, 25"
1012,"2016, 01, 17"
20004,"2016, 12, 06"
3595,"2016, 03, 02"
6730,"2016, 04, 23"
14219,"2016, 08, 25"
16096,"2016, 09, 28"
21158,"2016, 12, 27"
9445,"2016, 07, 06"
5423,"2016, 04, 01"
5445,"2016, 04, 02"
9942,"2016, 06, 16"
569,"2016, 01, 10"
19845,"2016, 03, 12"
16599,"2016, 10, 07"
4418,"2016, 03, 16"
6190,"2016, 04, 14"
11530,"2016, 12, 07"
10188,"2016, 06, 20"
17989,"2016, 11, 02"
15924,"2016, 09, 23"
7290,"2016, 02, 05"
17832,"2016, 10, 31"
8693,"2016, 05, 26"
1339,"2016, 01, 23"
18646,"2016, 11, 14"
728,"2016, 01, 12"
8137,"2016, 05, 16"
8626,"2016, 05, 24"
12231,"2016, 07, 23"
14763,"2016, 09, 04"
18608,"2016, 11, 13"
9664,"2016, 11, 06"
11075,"2016, 04, 07"
1578,"2016, 01, 27"
13078,"2016, 08, 06"
15044,"2016, 09, 09"
12846,"2016, 08, 02"
16073,"2016, 09, 28"
3649,"2016, 03, 03"
12309,"2016, 07, 24"
11654,"2016, 07, 14"
3432,"2016, 02, 27"
17788,"2016, 10, 30"
2953,"2016, 02, 19"
1398,"2016, 01, 24"
20375,"2016, 12, 12"
9827,"2016, 06, 14"
4855,"2016, 03, 23"
17178,"2016, 10, 18"
1789,"2016, 01, 30"
3935,"2016, 07, 03"
10282,"2016, 06, 22"
2825,"2016, 02, 16"
3568,"2016, 03, 01"
18295,"2016, 11, 08"
2343,"2016, 02, 08"
5190,"2016, 03, 28"
16816,"2016, 10, 11"
17088,"2016, 10, 16"
853,"2016, 01, 15"
2024,"2016, 02, 03"
15979,"2016, 09, 26"
16654,"2016, 10, 08"
18544,"2016, 11, 12"
7089,"2016, 04, 29"
5881,"2016, 04, 09"
20903,"2016, 12, 21"
14922,"2016, 09, 07"
10085,"2016, 06, 18"
19997,"2016, 12, 06"
15020,"2016, 09, 08"
12110,"2016, 07, 21"
3412,"2016, 02, 27"
1920,"2016, 02, 01"
1983,"2016, 02, 02"
3078,"2016, 02, 21"
17673,"2016, 10, 28"
1310,"2016, 01, 22"
19203,"2016, 11, 24"
1447,"2016, 01, 24"
7461,"2016, 05, 05"
5760,"2016, 04, 07"
8328,"2016, 05, 20"
17630,"2016, 10, 28"
216,"2016, 04, 01"
21258,"2016, 12, 30"
17776,"2016, 10, 30"
1332,"2016, 01, 23"
1473,"2016, 01, 25"
13372,"2016, 08, 11"
14915,"2016, 09, 07"
701,"2016, 12, 01"
5971,"2016, 04, 10"
13214,"2016, 08, 08"
5049,"2016, 03, 26"
13473,"2016, 08, 13"
5168,"2016, 03, 28"
14745,"2016, 09, 04"
20709,"2016, 12, 18"
14244,"2016, 08, 26"
17312,"2016, 10, 21"
5729,"2016, 04, 06"
13133,"2016, 07, 08"
15620,"2016, 09, 18"
9495,"2016, 06, 08"
3858,"2016, 03, 06"
9358,"2016, 06, 06"
18094,"2016, 11, 05"
9719,"2016, 06, 12"
10031,"2016, 06, 17"
13533,"2016, 08, 14"
11685,"2016, 07, 14"
21189,"2016, 12, 28"
7828,"2016, 05, 12"
15055,"2016, 09, 09"
12398,"2016, 07, 26"
14788,"2016, 04, 09"
15075,"2016, 09, 09"
21095,"2016, 12, 24"
7538,"2016, 07, 05"
20127,"2016, 12, 08"
18080,"2016, 04, 11"
9727,"2016, 06, 12"
19100,"2016, 11, 22"
2868,"2016, 02, 17"
5218,"2016, 03, 29"
15378,"2016, 09, 14"
14285,"2016, 08, 26"
21054,"2016, 12, 24"
15122,"2016, 09, 10"
20600,"2016, 12, 16"
18936,"2016, 11, 19"
20238,"2016, 12, 10"
7170,"2016, 05, 01"
1370,"2016, 01, 23"
12614,"2016, 07, 30"
12948,"2016, 08, 04"
12750,"2016, 08, 01"
3489,"2016, 02, 28"
15485,"2016, 09, 16"
2116,"2016, 02, 05"
1918,"2016, 02, 01"
6109,"2016, 04, 13"
6282,"2016, 04, 16"
2931,"2016, 02, 18"
16669,"2016, 10, 09"
174,"2016, 01, 03"
18806,"2016, 11, 17"
17961,"2016, 11, 02"
17903,"2016, 11, 01"
12646,"2016, 07, 30"
15861,"2016, 09, 22"
3591,"2016, 02, 03"
11430,"2016, 07, 10"
1169,"2016, 01, 20"
1916,"2016, 01, 02"
546,"2016, 01, 09"
8413,"2016, 05, 21"
16422,"2016, 10, 03"
224,"2016, 01, 04"
3040,"2016, 02, 20"
9110,"2016, 02, 06"
